ltable_Rating
80.0
69.0
66.0
61.0
65.0
78.0
82.0
45.0
63.0
68.0
62.0
75.0
67.0
71.0
76.0
70.0
59.0
48.0
71.0
67.0
75.0
67.0
86.0
76.0
0
82.0
70.0
85.0
63.0
47.0
43.0
68.0
63.0
0
62.0
54.0
74.0
36.0
47.0
69.0
0
43.0
63.0
0
91.0
58.0
76.0
54.0
0
50.0
0
78.0
0
63.0
66.0
79.0
67.0
78.0
70.0
70.0
76.0
0
67.0
80.0
81.0
70.0
59.0
63.0
60.0
72.0
33.0
63.0
67.0
55.0
44.0
71.0
61.0
44.0
84.0
0
61.0
73.0
0
70.0
0
63.0
72.0
86.0
60.0
62.0
70.0
43.0
72.0
66.0
45.0
67.0
61.0
73.0
60.0
72.0
59.0
61.0
72.0
82.0
65.0
70.0
77.0
75.0
0
61.0
80.0
30.0
45.0
77.0
54.0
74.0
77.0
59.0
73.0
79.0
55.0
68.0
75.0
73.0
85.0
59.0
56.0
31.0
63.0
57.0
71.0
87.0
72.0
0
52.0
0
44.0
65.0
70.0
56.0
77.0
57.0
83.0
54.0
64.0
62.0
79.0
72.0
58.0
82.0
67.0
65.0
56.0
0
55.0
70.0
57.0
0
39.0
71.0
82.0
78.0
0
63.0
77.0
62.0
80.0
62.0
71.0
78.0
80.0
86.0
80.0
76.0
0
66.0
23.0
0
0
59.0
73.0
0
76.0
73.0
76.0
75.0
85.0
66.0
81.0
51.0
67.0
0
60.0
69.0
52.0
53.0
63.0
0
69.0
77.0
79.0
74.0
61.0
29.0
78.0
55.0
58.0
51.0
70.0
36.0
64.0
0
59.0
55.0
56.0
82.0
62.0
62.0
54.0
71.0
0
59.0
58.0
70.0
69.0
80.0
76.0
67.0
72.0
66.0
70.0
70.0
43.0
66.0
76.0
68.0
59.0
78.0
71.0
71.0
61.0
82.0
72.0
71.0
70.0
66.0
86.0
57.0
51.0
64.0
70.0
77.0
69.0
75.0
84.0
0
88.0
70.0
69.0
64.0
0
83.0
0
65.0
87.0
0
0
63.0
71.0
76.0
63.0
97.0
60.0
73.0
74.0
32.0
61.0
75.0
49.0
70.0
67.0
0
62.0
68.0
69.0
82.0
74.0
85.0
34.0
51.0
59.0
73.0
63.0
72.0
65.0
54.0
61.0
90.0
77.0
63.0
72.0
90.0
0
80.0
62.0
67.0
93.0
0
0
32.0
43.0
51.0
71.0
73.0
67.0
79.0
59.0
52.0
68.0
52.0
56.0
70.0
75.0
83.0
63.0
56.0
71.0
59.0
54.0
83.0
0
57.0
84.0
0
72.0
60.0
69.0
54.0
80.0
71.0
62.0
0
0
0
73.0
85.0
74.0
76.0
61.0
69.0
70.0
80.0
0
83.0
50.0
42.0
57.0
70.0
73.0
49.0
67.0
51.0
78.0
63.0
86.0
73.0
78.0
75.0
65.0
63.0
64.0
90.0
73.0
61.0
67.0
64.0
42.0
54.0
83.0
76.0
73.0
0
66.0
70.0
71.0
65.0
82.0
41.0
73.0
60.0
65.0
70.0
75.0
0
0
0
69.0
54.0
78.0
0
77.0
59.0
91.0
63.0
73.0
73.0
53.0
84.0
61.0
77.0
68.0
0
78.0
86.0
79.0
71.0
0
65.0
76.0
70.0
59.0
71.0
0
64.0
73.0
56.0
70.0
70.0
66.0
62.0
68.0
56.0
90.0
78.0
78.0
82.0
69.0
72.0
71.0
34.0
77.0
59.0
78.0
0
0
79.0
66.0
81.0
68.0
29.0
0
49.0
0
68.0
78.0
64.0
78.0
79.0
0
75.0
73.0
80.0
64.0
66.0
73.0
63.0
77.0
53.0
32.0
0
0
47.0
63.0
70.0
71.0
77.0
45.0
63.0
63.0
50.0
69.0
66.0
57.0
82.0
54.0
66.0
72.0
57.0
52.0
75.0
0
61.0
73.0
83.0
85.0
63.0
62.0
73.0
0
0
76.0
0
67.0
79.0
67.0
74.0
52.0
73.0
47.0
75.0
56.0
0
80.0
67.0
81.0
62.0
64.0
75.0
69.0
64.0
0
65.0
60.0
80.0
59.0
60.0
55.0
79.0
77.0
51.0
62.0
64.0
72.0
65.0
76.0
65.0
50.0
41.0
56.0
61.0
68.0
68.0
82.0
65.0
70.0
85.0
71.0
82.0
67.0
94.0
80.0
43.0
79.0
77.0
55.0
65.0
63.0
65.0
61.0
77.0
55.0
73.0
82.0
91.0
67.0
77.0
52.0
81.0
0
31.0
73.0
71.0
75.0
59.0
78.0
77.0
72.0
72.0
80.0
76.0
61.0
70.0
61.0
69.0
0
0
69.0
52.0
80.0
67.0
57.0
0
68.0
71.0
59.0
76.0
78.0
55.0
68.0
83.0
77.0
56.0
55.0
0
0
90.0
64.0
60.0
78.0
58.0
0
55.0
68.0
60.0
64.0
84.0
0
74.0
51.0
0
73.0
62.0
73.0
62.0
57.0
74.0
0
71.0
92.0
53.0
71.0
70.0
62.0
76.0
78.0
82.0
0
53.0
72.0
54.0
64.0
87.0
53.0
47.0
74.0
0
0
72.0
0
71.0
63.0
80.0
74.0
78.0
66.0
52.0
76.0
77.0
73.0
62.0
82.0
70.0
63.0
90.0
60.0
65.0
42.0
0
0
81.0
53.0
73.0
61.0
72.0
75.0
82.0
61.0
75.0
78.0
58.0
85.0
67.0
68.0
67.0
75.0
70.0
0
63.0
87.0
66.0
0
27.0
75.0
0
76.0
70.0
65.0
51.0
43.0
63.0
81.0
68.0
73.0
67.0
63.0
0
55.0
48.0
0
56.0
77.0
67.0
72.0
0
64.0
84.0
75.0
75.0
71.0
70.0
44.0
0
57.0
48.0
91.0
70.0
79.0
0
96.0
67.0
81.0
67.0
62.0
90.0
78.0
56.0
73.0
78.0
76.0
78.0
67.0
29.0
59.0
92.0
68.0
81.0
78.0
64.0
71.0
62.0
80.0
71.0
0
70.0
64.0
0
64.0
66.0
87.0
65.0
61.0
0
0
0
63.0
69.0
73.0
81.0
90.0
82.0
78.0
70.0
58.0
66.0
81.0
80.0
38.0
57.0
79.0
70.0
0
66.0
0
66.0
68.0
70.0
67.0
62.0
79.0
77.0
86.0
83.0
67.0
68.0
