124,140,950,My Scientology Movie,Documentary,99,68.0,2444.0,John Dower,My Scientology Movie,"Art House,International,Documentary",99.0,,1091,"John Dower,"
125,141,168,The Beatles: Eight Days a Week - The Touring Years,"Documentary,Musical",137,81.0,2193.0,Ron Howard,The Beatles: Eight Days a Week - The Touring Years,Documentary,,84.0,6936,"Ron Howard,"
126,142,10581,Oasis: Live by the Sea,Musical,82,87.0,203.0,Nigel Dick,Oasis: Live by the Sea,"Musical,Performing Arts",82.0,88.0,49,"Nigel Dick,"
127,143,952,David Brent: Life on the Road,"Comedy,Musical",96,68.0,2832.0,Ricky Gervais,David Brent: Life on the Road,Comedy,100.0,,1322,"Ricky Gervais,"
128,145,1277,Colossal,"Action,Sci-Fi,Mystery",110,69.0,215.0,Nacho Vigalondo,Colossal,,110.0,80.0,190,"Nacho Vigalondo,"
129,146,10579,Oasis... There and Then,Musical,85,90.0,397.0,"Dick Carruthers,Mark Szaszy",Oasis: ...There and Then,"Documentary,Musical,Performing Arts",80.0,92.0,52,"Dick Carruthers,"
130,147,844,Under the Shadow,Horror,84,75.0,1058.0,Babak Anvari,Under The Shadow,"Horror,Mystery",84.0,78.0,1394,"Babak Anvari,"
131,149,2638,After the Storm,Drama,117,78.0,552.0,Hirokazu Koreeda,The Ice Storm,Drama,113.0,72.0,34238,"Ang Lee,"
132,149,6210,After the Storm,Drama,117,78.0,552.0,Hirokazu Koreeda,After the Deluge,Drama,103.0,,22,"Brendan Maher,"
133,150,10400,Graduation,Drama,128,78.0,1484.0,Cristian Mungiu,Graduation Night,Comedy,,52.0,54,"Alpesh Patel,"
134,151,108,Elle,"Drama,Mystery",130,74.0,4591.0,Paul Verhoeven,Elle,"Art House,International,Drama,Mystery",130.0,74.0,2508,"Paul Verhoeven,"
135,152,8773,Tokyo Godfathers,"Animation,Adventure,Comedy",92,79.0,19736.0,"Satoshi Kon,Shgo Furuya",Tokyo Godfathers,"Animation,Art House,International,Comedy,Drama,Science Fiction,Fantasy",92.0,82.0,13565,"Satoshi Kon,Shgo Furuya,"
